,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
41,0.29427313804626465,0.003670124593287487,0.0033162593841552734,4.241481934294809e-05,0.1,0.001,6,300,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 300}",-2.220433089578137,-2.501961579513514,-2.0358722997706895,-2.2766683720166654,-2.146375442523698,-2.236262156680541,0.15538025680964843,57,-29.177329313175584,-30.449811070713526,-29.824378457679188,-29.457088507565093,-30.895744230747297,-29.960870315976138,0.6323630190167158,55
5,0.3830829620361328,0.04744145274870679,0.004038810729980469,0.001221369648924993,0.01,0.001,6,300,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 300}",-2.2205520671850487,-2.5019610953174527,-2.0358713893860814,-2.276676144979009,-2.146379201932951,-2.236287979760108,0.1553778782142354,58,-29.177868280553415,-30.449808965653435,-29.82437398587431,-29.45712344682014,-30.895762688447938,-29.96098747346985,0.632229234758514,56
2,0.16992130279541015,0.023798744176852873,0.004473447799682617,0.0017854024286617458,0.01,0.001,3,300,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 300}",-2.2532791642983616,-2.520369865598537,-2.055557865082014,-2.311156611584631,-2.1865698479145195,-2.2653866708956123,0.1532958760708076,59,-29.325745605240808,-30.529736868933742,-29.9209176091375,-29.6117065125236,-31.092461876638566,-30.09611369449484,0.6386782815600263,59
38,0.1345059394836426,0.0069795446400507145,0.0029951095581054687,3.745239439915458e-05,0.1,0.001,3,300,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 300}",-2.2532791642983616,-2.520369865598537,-2.055557865082014,-2.311156611584631,-2.1865698479145195,-2.2653866708956123,0.1532958760708076,59,-29.325745605240808,-30.529736868933742,-29.9209176091375,-29.6117065125236,-31.092461876638566,-30.09611369449484,0.6386782815600263,59
7,0.268880558013916,0.007907718436451812,0.0032619953155517576,0.00010505398976580209,0.01,0.001,9,200,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 200}",-2.868168954488216,-3.1871130430731727,-2.6398064934359606,-2.93894736827658,-2.7713578180546974,-2.8810787354657252,0.1829882034627596,61,-31.977250161060315,-33.295554873553804,-32.65643704726314,-32.29711009931564,-33.8253468737452,-32.81033981098762,0.6703435174341299,61
43,0.25188384056091306,0.005902665500842114,0.0031928062438964845,2.0852345718662427e-05,0.1,0.001,9,200,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 200}",-2.8681753765022227,-3.1871160976069985,-2.6398032433870964,-2.9389449067673103,-2.7713602001904767,-2.881079964890821,0.18298955026624186,62,-31.97727670569495,-33.29556701824384,-32.65642246749908,-32.29710000783169,-33.825357556443606,-32.81034475114264,0.6703441276986276,62
40,0.19413375854492188,0.0103299268896537,0.0031523704528808594,1.3183491097156572e-05,0.1,0.001,6,200,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 200}",-2.869690707313357,-3.1894749006071805,-2.6408978546552064,-2.938875377312354,-2.769640135510613,-2.8817157950797423,0.18367456084608752,63,-31.98353953031786,-33.30494419141624,-32.66133254072423,-32.29681495565107,-33.81764304029851,-32.812854851681585,0.6676483070488887,63
4,0.26729412078857423,0.07143979151268612,0.005619668960571289,0.002750560374358345,0.01,0.001,6,200,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 200}",-2.869859391501304,-3.1894743947095066,-2.640897171530218,-2.9388802366086653,-2.769644385404194,-2.881751115950778,0.18367215760933092,64,-31.98423662202465,-33.304942180556324,-32.661329476675974,-32.29683487754886,-33.81766210330432,-32.813001052022024,0.6674776653603233,64
37,0.08823280334472657,0.005842548549088124,0.002933645248413086,2.3972439795226336e-05,0.1,0.001,3,200,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200}",-2.903103034581899,-3.1979134614475475,-2.651636225856554,-2.960998960024086,-2.7962032756281197,-2.9019709915076413,0.18161598647629495,65,-32.12132155334692,-33.33846920639145,-32.70946232893036,-32.38738912708207,-33.93658355115703,-32.898645153381565,0.6591154921329718,65
1,0.13713746070861815,0.03130134394271515,0.005148649215698242,0.002568043899423397,0.01,0.001,3,200,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200}",-2.903103034581899,-3.1979134614475475,-2.651636225856554,-2.960998960024086,-2.7962032756281197,-2.9019709915076413,0.18161598647629495,65,-32.12132155334692,-33.33846920639145,-32.70946232893036,-32.38738912708207,-33.93658355115703,-32.898645153381565,0.6591154921329718,65
42,0.12452616691589355,0.010148170603500406,0.003090047836303711,2.4798099678337204e-05,0.1,0.001,9,100,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 100}",-3.659141056859781,-4.0222911437261155,-3.371351363863389,-3.741195156821724,-3.5221289164522886,-3.6632215275446596,0.21914508605968788,67,-35.094683208003815,-36.46530550828989,-35.78800669441769,-35.433780547063684,-37.039478109585126,-35.96425081347204,0.7036729437785715,67
6,0.1331787586212158,0.010225056274273973,0.003122854232788086,2.220822672684455e-05,0.01,0.001,9,100,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 9, 'n_estimators': 100}",-3.6591402823327615,-4.0222906164911265,-3.3713531084540964,-3.7411981050188654,-3.522133004819235,-3.6632230234232166,0.21914413481998338,68,-35.094680290965975,-36.465303594244595,-35.78801383584976,-35.433791563880206,-37.039494852909634,-35.96425682757003,0.7036764902503957,68
39,0.09612236022949219,0.007102375406717575,0.0030571460723876954,2.5439429975277623e-05,0.1,0.001,6,100,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 100}",-3.6609714814951317,-4.023614404043354,-3.37193482598647,-3.741156138106204,-3.5222096717768006,-3.663977304281592,0.21940433981166937,69,-35.10157630953239,-36.470109084224944,-35.79039500044812,-35.433634741691634,-37.03980883011257,-35.96710479320193,0.702661151672516,69
3,0.11581892967224121,0.008395130592893386,0.0032684326171875,0.0002464696224721061,0.01,0.001,6,100,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 6, 'n_estimators': 100}",-3.6609707069681114,-4.023613872896555,-3.371936578091889,-3.74115613172337,-3.522209668420169,-3.663977391620019,0.21940370135845305,70,-35.10157339306739,-36.4701071562324,-35.79040217216285,-35.43363471784018,-37.03980881636609,-35.96710525113379,0.702661232847405,70
36,0.047888994216918945,0.0063039030834148016,0.0029265880584716797,2.8459229949110303e-05,0.1,0.001,3,100,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100}",-3.685112031349054,-4.021749316566402,-3.3744401921080733,-3.748293364597166,-3.534553064718221,-3.672829593867783,0.2171392389447042,71,-35.192359635678606,-36.46333843536765,-35.80064849279703,-35.46029519792921,-37.09032455061042,-36.00139326247658,0.690910367607068,71
0,0.057838153839111325,0.016462659149730212,0.0029839992523193358,4.672551619747476e-05,0.01,0.001,3,100,"{'gamma': 0.01, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100}",-3.685112031349054,-4.021749316566402,-3.3744401921080733,-3.748293364597166,-3.534553064718221,-3.672829593867783,0.2171392389447042,71,-35.192359635678606,-36.46333843536765,-35.80064849279703,-35.46029519792921,-37.09032455061042,-36.00139326247658,0.690910367607068,71
